date,epiweek,region,fips,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,apple_mobility,cdc_hospitalized,dex,dex_a,dex_income_1,dex_income_1_a,dex_income_2,dex_income_2_a,dex_income_3,dex_income_3_a,dex_income_4,dex_income_4_a,dex_education_1,dex_education_1_a,dex_education_2,dex_education_2_a,dex_education_3,dex_education_3_a,dex_education_4,dex_education_4_a,dex_race_asian,dex_race_asian_a,dex_race_black,dex_race_black_a,dex_race_hispanic,dex_race_hispanic_a,dex_race_white,dex_race_white_a,Stage_One_Doses,Stage_Two_Doses,smoothed_covid_vaccinated,smoothed_tested_positive_14d,smoothed_wearing_mask,smoothed_travel_outside_state_5d,smoothed_spent_time_1d,kinsa_cases,covidnet,positiveIncrease,negativeIncrease,totalTestResultsIncrease,onVentilatorCurrently,inIcuCurrently,deathIncrease,recovered,hospitalizedIncrease,Observed Number,Excess Higher Estimate,death_jhu_cumulative,death_jhu_incidence,fb_survey_cli,google_survey_cli,fb_survey_wili,Number of Facilities Reporting,CLI Percent of Total Visits
2/29/20,202009,OK,40,4849,2342,-58,1419,907,-173,814.01,,1677.0856,1613.362,1448.6923,1387.8479,1517.4992,1472.5621,1920.0295,1871.7754,2620.0187,2574.5226,1288.7264,1241.9135,1519.2141,1476.3485,2012.4721,1951.967,2777.6899,2710.1839,2382.5444,2312.8625,1839.9443,1759.5969,1725.2807,1664.8384,1789.8825,1740.1529,0,0,0,0,0,0,0,6.794190181,,0,0,0,0,0,0,0,0,829,0,0,0,0,0,0,433,1.7
3/7/20,202010,OK,40,6990,5160,1699,1961,1102,-340,859.06,,1665.633,1579.6561,1432.4316,1357.3003,1525.558,1459.2596,1882.7583,1811.0522,2585.7025,2532.4532,1287.3733,1222.2023,1505.7616,1445.5762,1986.9579,1907.2433,2736.4481,2653.3015,2361.7285,2275.6121,1821.0618,1718.5125,1713.991,1637.0744,1773.2988,1704.7895,0,0,0,0,0,0,0,6.410315444,,0,0,0,0,0,0,0,0,797.6666667,0,0,0,0,0,0,436,2
3/14/20,202011,OK,40,4690,5765,268,2238,-112,-61,810.66,,1174.0193,1072.8716,989.5004,898.09,1072.5725,988.5158,1359.0788,1259.6737,1841.7028,1760.3687,888.6394,810.6373,1066.5918,986.476,1413.637,1309.7011,1967.7517,1846.9419,1684.4074,1573.3512,1270.7362,1151.661,1209.5068,1116.6076,1260.4535,1167.7002,0,0,0,0,0,0,0,4.572941877,,3,36,39,0,0,0,0,0,791.6666667,0,0,0,0,0,0,439,3
3/21/20,202012,OK,40,-3278,6239,-944,391,-8539,1512,573.78,,872.3137,788.0787,771.5265,701.3801,853.8033,786.1897,1019.6021,938.0272,1119.3662,1012.4544,748.7411,688.5295,849.5027,787.8704,1057.8414,963.6019,1100.2057,971.0968,1097.959,985.3793,962.2569,860.546,912.268,834.5945,917.1502,840.8784,0,0,0,0,0,0,0,3.691083446,,49,524,573,0,0,1,0,10,824.3333333,25.33333333,1,1,0,0,0,437,5.1
3/28/20,202013,OK,40,-9504,465,210,-2294,-12490,2225,477.51,,642.7803,581.5519,590.466,537.1501,636.5792,586.2315,737.0796,681.2273,752.7556,690.547,577.5085,529.1342,631.1527,585.3805,762.3894,697.1009,742.5815,671.4602,781.8098,704.7567,729.1959,649.1192,687.6388,623.8223,666.3517,613.8658,0,0,0,0,0,0,0,1.974787354,,324,620,944,0,0,14,0,116,849.3333333,69.33333333,15,14,0,0,0,444,5.8
4/4/20,202014,OK,40,-11230,-1092,-1286,-3732,-14870,2423,448.15,,556.0423,495.4641,524.4536,469.5407,547.5374,500.0597,628.8579,575.0328,628.3603,572.2696,510.2582,461.3319,546.0978,501.0121,650.3491,587.7797,620.9837,558.2338,662.9023,588.53,630.3819,551.4835,596.3015,532.3864,572.7257,522.2487,0,0,0,0,0,0,0,0.998881855,,782,182,964,0,551,27,0,190,769.6666667,8.333333333,42,27,0,0,0,439,5.2
4/11/20,202015,OK,40,-7082,-304,36,-3716,-16280,2301,479.81,,559.9782,488.5963,518.9501,456.9935,550.7513,496.4594,638.8496,577.9742,647.5807,585.9189,507.9086,452.7439,549.8945,497.7619,658.0736,588.3607,637.0658,566.7681,665.5088,585.3033,620.9524,534.5643,591.7047,520.4924,579.5539,522.1953,0,0,0,0,0,0,0,0.518676486,,709,19428,20137,0,833,52,865,130,838.6666667,80.66666667,94,52,6.3740698,8.678627488,7.2734811,445,4.5
4/18/20,202016,OK,40,-5415,-1437,-1236,-3720,-15342,2411,509.91,,557.3316,426.4404,528.6608,403.7769,565.7664,447.505,634.2163,505.9489,626.4721,510.4718,520.1846,401.8861,563.8379,447.0737,650.9048,515.1226,616.9032,492.6846,646.8304,504.4723,606.9178,456.1288,582.8348,448.552,585.2579,464.1475,0,0,0,0,0,0,0,0.571159966,,702,12176,12878,0,1050,45,650,95,782,25.33333333,136,42,4.7829524,53.73074717,5.1798656,443,3.4
4/25/20,202017,OK,40,-3554,-134,503,-2546,-14404,2243,581.74,,744.2345,627.0989,692.9983,588.3322,746.2973,651.947,849.5596,744.5902,838.3769,740.7563,685.844,589.2468,748.3524,657.1583,866.6327,751.9848,816.0033,704.3069,859.3796,734.8784,804.5402,669.6711,779.3485,665.7032,775.0326,676.5815,0,0,0,0,0,0,0,0.39879935,,623,16925,17548,0,1044,55,565,96,764.3333333,13.33333333,194,58,6.1153835,51.71468137,6.0137414,433,2.9
5/2/20,202018,OK,40,-1242,1742,1020,-1247,-13167,1785,662.33,,882.1075,728.5825,826.5144,690.9948,881.2226,756.2281,994.9263,855.5654,982.1777,855.4774,817.0227,692.8608,883.7506,761.8618,1014.6102,864.7353,960.9649,814.0412,1004.7247,845.7785,953.6926,782.3398,917.274,773.8381,914.0503,784.3131,0,0,0,0,0,0,0,0.032808204,,658,9913,10571,0,876,44,474,106,743.3333333,4.666666667,238,44,3.7680699,41.63906627,3.6048158,436,2.6
5/9/20,202019,OK,40,-59,2246,1223,-812,-11734,1763,733.07,,1209.3975,1024.8453,1090.1741,930.5053,1204.3374,1058.9503,1385.1825,1223.6988,1446.5905,1293.5539,1076.4414,931.9739,1202.508,1061.7784,1422.2011,1246.0757,1408.1785,1224.3561,1428.5314,1240.3271,1283.2507,1081.3239,1233.1207,1067.1082,1265.2448,1112.1515,0,0,0,0,0,0,0,0.030730613,,639,31575,32214,0,685,32,600,79,766.3333333,16.66666667,270,32,2.942753,39.66348207,2.9284767,430,2.2
5/16/20,202020,OK,40,-958,1634,237,-1118,-10957,1856,558.57,,1214.8521,1045.5383,1100.8982,948.8026,1202.0176,1069.7159,1403.2807,1252.289,1450.7049,1312.9426,1084.0648,948.0903,1205.3915,1076.9796,1433.0146,1268.4241,1424.2803,1251.8987,1450.0191,1273.3513,1297.8442,1101.5073,1245.5859,1090.4742,1272.8999,1131.52,0,0,0,0,0,0,0,0.009519539,,747,26783,27530,0,635,18,791,56,726.3333333,0,288,18,3.0948513,30.39935156,3.0988621,433,2.2
5/23/20,202021,OK,40,1078,2758,2071,859,-10510,1363,925.01,,1478.8872,1262.2543,1330.0278,1135.8145,1454.3097,1284.4479,1700.0169,1507.2315,1823.7873,1648.6972,1302.601,1130.6652,1455.5355,1290.4378,1747.7916,1536.971,1786.2079,1564.0947,1766.6668,1549.2647,1567.7144,1323.2504,1506.1871,1314.6605,1553.4545,1371.7441,0,0,0,0,0,0,0,0.071142077,,723,36781,37504,0,537,23,700,48,806.3333333,67.33333333,311,23,3.3678183,0,3.3394108,449,2
5/30/20,202022,OK,40,140,2001,1372,328,-12182,1345,922.36,,1380.1064,1180.1344,1231.0462,1052.5946,1351.4767,1191.9273,1600.3351,1420.7881,1705.9734,1550.2093,1206.2564,1047.8231,1362.1622,1207.2917,1630.0319,1436.1666,1680.2181,1475.4573,1652.9922,1452.563,1453.2395,1228.9859,1412.8158,1235.8881,1452.3336,1284.0014,0,0,0,0,0,0,0,0.195445344,,458,32896,33307,0,521,23,790,56,731.6666667,6.666666667,334,23,3.1642258,0,3.5058222,461,1.8
6/6/20,202023,OK,40,2115,3441,2294,1538,-8814,997,1007.02,,1558.391,1296.5493,1382.6138,1152.8252,1511.3743,1301.7507,1796.8452,1557.9401,1967.2706,1759.6132,1341.9415,1137.2145,1525.4685,1320.3562,1839.6406,1584.9328,1939.5934,1670.9749,1862.6187,1609.3514,1632.715,1354.7802,1579.662,1354.7177,1637.9988,1414.8938,0,0,0,0,0,0,0,0.185409298,,585,27898,28483,0,443,11,432,44,782,55,347,13,3.6046966,0,4.2707026,464,1.9
6/13/20,202024,OK,40,1770,2944,2287,1452,-8809,983,1045.07,,1588.6261,1324.9154,1390.1072,1161.7549,1534.0345,1323.6258,1849.9134,1604.3993,2063.125,1834.5562,1353.6766,1148.6941,1549.5569,1344.3449,1894.1195,1630.5728,2020.733,1736.3487,1936.4346,1672.6031,1664.5995,1383.9719,1614.5974,1388.6045,1675.2483,1447.1968,0,0,0,0,0,0,0,0.436042227,,1070,23768,24838,0,449,14,628,85,765,49,359,12,4.0540466,0,4.4501584,466,2.5
6/20/20,202025,OK,40,1536,2777,2127,1673,-9022,1008,1044.46,,1568.1523,1304.4235,1384.5047,1150.8457,1537.3526,1319.9798,1815.5103,1565.8191,2009.716,1774.6037,1359.8223,1147.7,1546.7046,1335.3256,1856.939,1591.1863,1964.847,1672.1841,1900.6682,1622.5551,1641.0721,1352.5689,1604.2508,1369.5438,1656.389,1423.7491,0,0,0,0,0,0,0,0.160842316,,1964,33559,35523,0,579,9,919,118,735,23,368,9,3.5367873,0,4.2569816,469,3.9
6/27/20,202026,OK,40,1078,2186,2341,1655,-9586,1028,1057.87,,1467.1211,1217.207,1289.1941,1070.4445,1434.8762,1228.5059,1696.761,1459.2851,1895.1219,1664.7832,1261.8262,1063.9714,1443.7926,1242.9401,1737.9149,1485.3474,1859.5091,1574.0531,1793.1661,1528.6268,1551.5149,1277.2544,1504.7082,1282.5501,1548.1596,1326.9041,0,0,0,0,0,0,0,0.130692886,,2605,41096,43701,0,734,16,1741,211,758,50,384,16,4.5524878,0,4.6394775,471,5.6
7/4/20,202027,OK,40,1813,3358,1783,1748,-12294,1053,1033.37,,1362.5225,1101.675,1206.3011,979.278,1336.3455,1116.3217,1576.9528,1324.3972,1729.9229,1486.8706,1188.7813,982.3641,1340.2047,1126.8891,1617.9204,1349.5356,1684.8983,1387.8836,1645.1501,1378.94,1446.5065,1166.1917,1390.5044,1162.7979,1435.234,1201.0535,0,0,0,0,0,0,0,0.163961423,,3003,35768,38771,0,1031,14,2810,236,773,61,398,14,6.570111,0,7.1584798,467,7
7/11/20,202028,OK,40,407,1684,1555,1172,-10723,1212,1054.98,,1312.6387,1099.7927,1180.6228,986.9988,1292.6654,1117.1557,1505.2594,1302.9896,1675.8644,1473.707,1159.7235,989.0992,1294.5024,1123.7258,1546.2332,1326.8049,1641.4237,1387.3217,1587.493,1358.8567,1399.7779,1156.7839,1355.9758,1164.6464,1385.9994,1196.2653,0,0,0,0,0,0,0,0.40206898,,4134,51248,55382,0,1339,23,3171,316,755.6666667,40.66666667,421,23,5.4606989,0,6.1200687,467,7.3
7/18/20,202029,OK,40,392,1696,1472,841,-10324,1164,1065.69,,1346.442,1103.5918,1187.6772,973.4586,1308.0471,1107.5138,1556.6626,1322.4846,1754.0988,1513.6813,1167.9964,976.1419,1316.4413,1118.9925,1586.8496,1336.5081,1728.4968,1436.307,1645.7396,1382.2936,1433.7376,1160.9753,1390.9493,1170.2276,1419.2368,1201.3256,0,0,0,0,0,0,0,0.170510579,,5277,50638,55915,0,1551,30,4050,383,775,61,451,30,6.4969149,0,7.1190485,470,6.7
7/25/20,202030,OK,40,-127,1451,1593,1072,-10337,1181,1071.95,458,1355.1417,1109.5088,1177.4272,963.6267,1303.4558,1100.4256,1575.4827,1330.4217,1814.3153,1565.0195,1143.6704,955.2446,1307.9404,1108.9093,1623.8054,1361.3281,1794.9493,1483.8757,1686.1344,1412.3184,1447.0307,1172.8675,1397.9011,1174.7135,1430.814,1207.038,0,0,0,0,0,0,0,0.188686662,,5025,84953,89978,0,1709,45,4867,393,880.6666667,157.6666667,496,45,6.7465255,0,8.513675,468,5.9
8/1/20,202031,OK,40,20,1320,1180,1014,-10187,1255,1051.16,362,1392.8279,1157.074,1222.3288,1013.6037,1359.2832,1159.7006,1625.5249,1386.9474,1849.1583,1595.9772,1192.5413,1007.5573,1368.0126,1173.1367,1666.9722,1409.2425,1821.1637,1513.5459,1731.2657,1462.9144,1475.3066,1205.4069,1440.6247,1220.9166,1479.5959,1259.8846,0,0,0,0,0,0,0,0.088515555,,7650,63833,71483,0,1640,53,6229,460,853.3333333,128.3333333,549,53,5.8091105,0,7.0923181,473,4.9
8/8/20,202032,OK,40,887,1898,1803,1063,-9884,976,1085.42,375,1486.879,1216.0081,1292.2748,1055.2237,1450.0486,1218.4775,1741.416,1468.4084,1977.7414,1702.6093,1276.5007,1061.3197,1456.2507,1229.0589,1769.1532,1479.8527,1954.1409,1619.8517,1831.8984,1534.9973,1541.559,1243.2958,1524.4736,1268.7901,1582.9012,1331.525,0,0,0,0,0,0,0,0.261135426,,5349,51024,56373,0,1610,54,5463,366,788.6666667,71.66666667,603,54,5.8548185,0,7.2551338,474,4.1
8/15/20,202033,OK,40,585,1526,1325,637,-9730,970,1117.03,498,1510.8329,1245.1094,1297.5925,1062.0417,1439.8043,1215.9835,1749.8838,1482.4475,2155.5455,1884.7932,1242.533,1036.4313,1445.1382,1225.3924,1802.7956,1513.3023,2173.5126,1833.4698,1978.3132,1679.8904,1563.1541,1260.7528,1555.336,1298.4796,1612.7709,1365.1129,0,0,0,0,0,0,0,,,4718,56134,60852,0,1609,54,4162,404,828.6666667,112.6666667,657,54,4.6599721,0,5.6925184,472,3.4
8/22/20,202034,OK,40,-262,59,728,28,-2973,815,1088.48,618,1381.7726,1128.7915,1204.4193,975.5953,1301.526,1088.7405,1591.7739,1339.6468,1972.5341,1707.4151,1140.8134,940.0859,1300.2977,1094.0038,1646.1157,1370.5517,2017.9061,1690.146,1823.858,1537.3752,1435.7034,1149.1901,1425.0739,1178.6129,1469.3084,1232.6672,0,0,0,0,0,0,0,,,4801,52716,57517,0,1693,68,4128,370,851,134,725,68,5.4111334,0,6.0048334,471,3
8/29/20,202035,OK,40,-408,-72,521,-152,-2365,813,1037.13,676,1281.5055,1035.7397,1124.9667,901.6724,1193.6008,990.7154,1461.6667,1221.5102,1810.105,1553.7323,1051.9292,858.3104,1202.0881,1002.3905,1504.7197,1245.6816,1883.6331,1561.8514,1716.7887,1429.8501,1341.2704,1059.3379,1323.5777,1082.0976,1352.6958,1125.4035,0,0,0,0,0,0,0,,,4754,47210,51964,0,1565,72,4572,426,784.3333333,70.33333333,797,72,6.7088,0,6.8468869,473,2.5
9/5/20,202036,OK,40,-325,1,531,-120,-2468,738,1038.33,577,1334.4291,1128.1748,1189.7232,988.8852,1268.875,1086.4465,1528.2875,1319.3111,1854.8041,1645.8531,1120.3636,946.5294,1270.879,1091.8928,1584.936,1356.6169,1900.4421,1635.3836,1745.9974,1507.5073,1413.0814,1162.0946,1389.1793,1176.9281,1417.8985,1219.0712,0,0,0,0,0,0,0,,,5834,53541,59375,0,1470,53,4133,311,802,84,850,53,7.1354144,0,6.7241928,469,2.4
9/12/20,202037,OK,40,-621,123,627,-42,-5123,693,1014.03,574,1305.7676,1085.1465,1151.0414,938.7523,1242.4299,1043.2702,1505.0909,1272.4637,1863.6927,1623.3031,1088.5757,901.1486,1242.6749,1047.7042,1557.6967,1308.9763,1908.5953,1607.1175,1733.0318,1471.9681,1368.6271,1104.7118,1361.3757,1130.7101,1396.7892,1177.6842,0,0,0,0,0,0,0,0,,5472,60090,65562,0,1415,49,5385,319,777.6666667,58.66666667,899,49,6.5287562,0,6.5868274,464,2.3
9/19/20,202038,OK,40,73,740,1874,623,-7484,499,1041.44,713,1271.544,1034.2954,1125.4713,898.5391,1209.0857,992.1618,1459.0493,1209.7698,1798.6782,1533.5392,1057.8038,857.0662,1215.3797,1001.6775,1500.5229,1235.5008,1864.557,1538.7839,1689.3738,1400.2387,1328.305,1042.6022,1321.6814,1070.9991,1358.0964,1121.2433,0,0,0,0,0,0,0,0,,7145,75521,82666,0,1475,44,5835,419,767.6666667,48,943,44,6.4072279,0,7.8758158,476,2.5
9/26/20,202039,OK,40,-158,505,1346,575,-7133,823,989.48,801,1290.812,1017.8787,1144.2709,887.7618,1229.741,982.577,1459.3937,1178.0289,1812.3038,1511.5404,1081.8771,851.4989,1228.214,985.2024,1504.9143,1205.7579,1875.483,1516.6542,1697.4502,1373.8046,1349.245,1030.0485,1343.3489,1059.644,1370.4543,1101.7716,0,0,0,0,0,0,0,0,,7706,79778,87484,0,1584,61,5794,409,882.6666667,158.6666667,1004,61,7.0652614,0,6.2480233,478,2.6
10/3/20,202040,OK,40,622,1277,1154,1049,-6935,578,977.77,899,1399.9379,1094.7463,1248.0972,956.3472,1318.2703,1046.3349,1567.8679,1261.7238,1978.0149,1654.9099,1176.2766,917.3053,1325.2954,1055.606,1623.3598,1296.708,2026.7746,1635.6207,1840.5419,1483.5166,1464.957,1102.0255,1449.9183,1134.5589,1481.6455,1185.6583,0,0,0,0,0,0,0,0,,7238,81599,88837,0,1617,47,7250,318,821.3333333,90.33333333,1051,47,8.4748402,0,7.2130634,478,2.7
10/10/20,202041,OK,40,32,1048,1109,1190,-7129,619,975.65,1151,1206.0797,962.5882,1081.8488,842.2695,1149.9069,923.4766,1376.4217,1118.4263,1663.3676,1399.9107,1021.6247,808.3353,1159.2838,933.592,1415.3543,1144.649,1706.6228,1385.4378,1569.8479,1278.3247,1263.8441,970.4017,1259.4865,998.3753,1283.0048,1037.6117,0,0,0,0,0,0,0,,,7873,83444,91317,0,1735,44,6629,648,929.6666667,205.6666667,1095,44,8.6080395,0,9.4534019,478,3.4
10/17/20,202042,OK,40,-259,701,1369,1298,-8987,1051,986.35,1254,1229.2421,984.7953,1089.2867,844.8776,1181.6159,941.565,1415.8219,1142.8008,1749.1271,1457.7157,1026.7632,807.4006,1195.0674,956.1452,1447.211,1163.6874,1798.6717,1446.4127,1611.7982,1307.3667,1273.0827,976.7064,1276.2971,1008.127,1321.9391,1061.8737,0,0,0,0,0,0,0,,,7882,87014,94896,0,2003,73,7212,571,826.3333333,97.33333333,1162,67,7.5470523,0,8.5545594,477,3.8
10/24/20,202043,OK,40,-1059,125,36,750,-7008,1021,945.01,1425,1289.1556,1052.3694,1155.3631,906.1132,1244.069,1006.9762,1488.5621,1226.0543,1799.8735,1533.8082,1093.0459,869.6593,1255.2922,1022.9333,1517.839,1241.5429,1862.5303,1528.1088,1685.8806,1388.0787,1347.3509,1041.6657,1349.3926,1076.8563,1386.6978,1133.7575,0,0,0,0,0,0,0,,,9182,89492,98674,0,2153,77,7855,590,891.3333333,161.3333333,1245,83,9.378881,0,10.9430078,479,4.3
10/31/20,202044,OK,40,-1568,-251,-1572,-246,-9296,1222,863.77,1366,1321.3485,1075.6072,1207.2546,942.4116,1272.9406,1026.0777,1510.1362,1239.3683,1805.3998,1531.6851,1141.4826,901.8267,1275.528,1035.8081,1564.299,1273.695,1847.9329,1515.0701,1717.4593,1402.872,1434.4385,1095.3498,1392.4147,1099.0283,1411.2461,1149.9271,0,0,0,0,0,0,0,,,7077,77608,84685,0,2129,92,7592,529,961.6666667,218.6666667,1337,92,9.1542707,0,10.96106,478,4.6
11/7/20,202045,OK,40,-24,668,222,386,-6393,825,906.11,1576,1235.1467,962.7623,1111.6562,833.0553,1183.3695,918.2294,1413.6719,1113.0242,1722.9465,1409.6622,1055.1038,801.1139,1180.6108,920.8793,1455.1919,1139.4313,1783.1731,1405.7698,1621.8084,1277.8145,1322.4024,970.6247,1294.3389,979.6094,1320.6005,1034.4769,0,0,0,0,0,0,0,,,8989,76689,85678,0,2304,92,6935,549,960,211,1429,92,11.0359512,0,12.4227604,478,5.4
11/14/20,202046,OK,40,-1206,-142,-412,175,-7472,1298,850.51,1793,1281.9641,1042.8215,1163.7247,901.5529,1234.7791,987.276,1486.7497,1200.8899,1797.8095,1501.8151,1100.0836,862.7929,1244.0107,998.7003,1529.8429,1230.9521,1840.6728,1484.701,1687.9304,1362.0525,1365.6801,1033.9684,1346.7205,1052.4722,1382.3789,1113.3615,0,0,0,0,0,0,0,,,18454,82278,100732,0,2350,87,10106,833,981.6666667,223.6666667,1516,87,10.1651961,0,12.2994881,482,6.4
11/21/20,202047,OK,40,-1587,136,-338,471,-7678,1362,847.75,2285,1311.8645,1089.0846,1194.0395,935.8712,1251.1192,1008.475,1531.572,1246.5732,1876.2989,1585.2311,1114.9591,883.2538,1268.369,1029.076,1572.4017,1273.7227,1941.3938,1583.4483,1772.5925,1443.1283,1395.5264,1072.4959,1391.2233,1100.4832,1421.2431,1155.1021,0,0,0,0,0,0,0,,,20719,136046,156765,0,2821,108,14554,913,1033.666667,258.6666667,1624,108,11.0602041,0,12.5545294,480,7.2
11/28/20,202048,OK,40,-4055,-213,-1127,-1195,-16752,2445,768.53,2377,1262.1276,1043.1411,1159.3605,894.7485,1253.7796,1000.1723,1492.9884,1203.831,1697.4101,1423.4331,1123.3649,881.55,1270.1313,1019.0637,1525.0131,1221.929,1683.0677,1353.5892,1613.2484,1301.8407,1343.5036,1024.0116,1343.0665,1061.5691,1370.4475,1101.8785,0,0,0,0,0,0,0,,,22900,83823,106723,0,3074,93,22007,896,1013.666667,235,1717,93,10.8735655,0,12.2110292,477,7.7
12/5/20,202049,OK,40,-1400,-35,-1411,-112,-7272,1554,794.62,2313,1267.4598,1044.8332,1166.0437,893.741,1259.955,996.4173,1507.8884,1205.5509,1713.4861,1405.6526,1117.401,865.6004,1275.6274,1014.2831,1534.5488,1222.0082,1733.1469,1373.1448,1627.1311,1290.3212,1354.8801,1015.3282,1332.2478,1027.5145,1382.6837,1100.795,0,0,0,0,0,0,0,,,19421,135361,154782,0,3228,157,20916,1048,1157.333333,378.3333333,1874,157,13.4897804,0,14.407713,481,7.7
12/12/20,202050,OK,40,-1126,385,-364,-652,-6624,1397,818.24,2167,1203.2574,1026.5481,1092.4975,858.8013,1193.5693,962.5462,1476.6544,1196.6251,1658.4856,1376.6977,1061.2022,843.2789,1222.0886,987.883,1473.4853,1191.1408,1669.8055,1343.8028,1555.9836,1254.0242,1270.9581,974.5544,1267.8241,999.4014,1327.9851,1075.7375,0,0,0,0,0,0,0,,,20091,101650,121741,0,3245,168,17344,1051,1060,277.3333333,2042,168,12.821143,0,12.8594057,478,7.9
12/19/20,202051,OK,40,-2585,-2,-2017,-625,-8812,1988,775.18,2372,1349.1131,1195.457,1278.5321,1028.9077,1388.0995,1136.3112,1640.8105,1346.7168,1844.2802,1543.7552,1248.6182,1011.7503,1401.1043,1151.4548,1657.8104,1359.8792,1843.2573,1497.4722,1737.5006,1414.5901,1450.6259,1141.4317,1453.179,1165.1007,1508.7403,1240.3829,2253,0,0,0,0,0,0,,,22532,88269,110801,0,3252,147,22320,961,1119,324,2189,147,13.0332861,0,14.6524318,477,8.6
12/26/20,202052,OK,40,-2164,877,-641,-1239,-16382,2440,750.14,2483,1701.6547,1485.4869,1587.9871,1242.7745,1759.2794,1402.6655,2118.1378,1692.4364,2454.2299,2029.8584,1554.7883,1225.9242,1775.7028,1420.0765,2153.5162,1724.4855,2413.5676,1927.2343,2255.8543,1805.7224,1871.1814,1442.2533,1863.4934,1467.0203,1931.2616,1547.9111,29725,0,0,0,0,0,0,,,20640,115924,136564,0,3219,168,17629,991,1089.666667,293.6666667,2357,168,13.0359111,0,14.8423663,477,9.9
1/2/21,202053,OK,40,-2618,-775,-2484,-2259,-15795,3052,737.44,2701,1103.1114,995.3987,1037.6053,824.0723,1158.1676,936.0175,1386.1734,1120.3797,1582.5738,1318.9331,1021.5833,817.8917,1149.8441,932.1875,1417.0376,1149.5848,1574.579,1261.9954,1472.6088,1188.4078,1223.4966,954.6845,1217.2413,970.0975,1262.2933,1024.5304,50330,0,0,58.4560599,176.0814838,17.8193275,80.0341143,,,19547,79646,99193,0,3384,170,21738,1125,1144.333333,333.3333333,2527,170,16.4458201,0,18.3491295,478,11.1
1/9/21,202101,OK,40,-1213,-402,-2133,-736,-7347,1797,799.53,2874,1021.6483,894.4887,966.8582,745.621,1053.6308,830.6356,1259.6512,997.422,1414.8243,1155.6679,936.1772,727.2593,1063.2872,841.903,1283.1217,1017.8538,1415.3707,1113.5042,1341.6298,1051.4247,1129.9771,853.6378,1119.1056,860.2321,1150.6702,912.5046,50330,0,35.3984319,220.3268241,620.9135261,60.4228601,249.6068102,,,28820,105598,134418,0,3411,211,22028,1391,1027.666667,233.3333333,2738,211,14.50243,0,16.5164255,478,11.1
1/16/21,202102,OK,40,-2628,-1064,-2060,-1244,-7328,1728,809.28,2436,1114.2834,942.1538,1036.8613,771.3753,1131.6719,864.9571,1357.7351,1050.9534,1538.7213,1241.2114,999.6988,749.9892,1138.9469,876.2197,1380.2831,1068.2723,1559.2351,1207.7721,1458.5895,1119.5142,1213.7565,883.5086,1202.7769,897.6122,1241.3328,959.3167,141002,28409,85.1381138,241.5341505,627.483982,44.9598237,241.193749,,,26790,101084,127874,0,3325,214,27188,1168,1048.333333,227,2952,214,13.112572,0,14.9697339,479,9.9
1/23/21,202103,OK,40,-2837,-1335,-1750,-1318,-8652,1807,815.53,2031,1193.974,962.4375,1090.4695,772.6919,1180.5433,859.2462,1449.1017,1069.4521,1700.4898,1326.1117,1027.8389,732.0199,1184.0449,867.1233,1487.3737,1100.1671,1747.133,1311.1454,1605.4871,1186.8951,1290.2842,894.2455,1267.7774,901.3458,1323.6074,976.5636,206507,35822,119.3707311,196.4216286,632.7378457,45.6834048,254.7740775,,,18484,89714,108198,0,3241,279,25586,1043,1028.666667,185.6666667,3231,279,8.3575648,0,8.2805857,476,8.6
1/30/21,202104,OK,40,-2358,-1417,-2189,-1436,-7181,1573,810.41,1755,1148.8687,936.0302,1052.0155,744.0667,1118.0814,808.1702,1382.7548,1016.5747,1695.1142,1326.5444,976.6051,691.9349,1126.642,819.6317,1420.209,1048.1503,1767.4014,1335.2656,1597.0303,1186.758,1257.7012,873.4517,1236.3051,877.0965,1274.7513,936.6276,256789,58245,147.2355065,160.1382894,626.2111952,45.8877755,264.7021232,,,16441,104627,121068,0,2682,273,19580,919,870,49.66666667,3504,273,10.6513143,0,12.2589955,473,7.2
2/6/21,202105,OK,40,-1195,-391,-1694,-1108,-7009,1335,833.58,1547,1188.4241,961.4234,1090.3497,759.7847,1159.4507,823.5712,1426.1453,1030.8014,1736.1298,1345.8415,1019.2065,712.1353,1167.3563,833.9672,1469.821,1068.3577,1788.1577,1334.9837,1634.6735,1201.8168,1293.9988,888.8391,1275.2002,892.6469,1316.7885,952.4952,393313,114208,180.9060452,184.1867255,623.078848,43.171871,255.2181397,,,15190,94194,109384,0,2195,257,17513,825,672.3333333,0,3761,257,9.106297,0,9.9983935,,
2/13/21,202106,OK,40,-5597,-888,-4736,-2865,-12357,3247,622.77,1208,1047.8662,875.3967,960.8366,678.8777,1027.739,738.227,1267.9915,926.0307,1507.1156,1166.1666,904.0872,639.4971,1041.6666,751.9285,1295.1952,951.1722,1541.1186,1154.4142,1417.2409,1047.58,1126.808,778.7256,1120.9661,787.1846,1163.0396,849.8421,458056,178566,203.4372162,165.6640567,623.2976606,43.2452848,245.1295234,,,10496,68070,78566,0,1796,233,14684,557,543,0,3994,233,8.2650076,0,8.1329245,,
