date,epiweek,region,fips,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,apple_mobility,dex,dex_a,dex_income_1,dex_income_1_a,dex_income_2,dex_income_2_a,dex_income_3,dex_income_3_a,dex_income_4,dex_income_4_a,dex_education_1,dex_education_1_a,dex_education_2,dex_education_2_a,dex_education_3,dex_education_3_a,dex_education_4,dex_education_4_a,dex_race_asian,dex_race_asian_a,dex_race_black,dex_race_black_a,dex_race_hispanic,dex_race_hispanic_a,dex_race_white,dex_race_white_a,kinsa_cases,covidnet,positiveIncrease,negativeIncrease,totalTestResultsIncrease,onVentilatorCurrently,inIcuCurrently,deathIncrease,recovered,hospitalizedIncrease,Observed Number,Excess Higher Estimate,death_jhu_cumulative,death_jhu_incidence,fb_survey_cli,google_survey_cli,fb_survey_wili,Number of Facilities Reporting,CLI Percent of Total Visits
5/2/20,202018,MI,26,-9915,-2684,8357,-5099,-23913,4290,509.79,374.2292,302.2443,412.0277,336.4395,397.2786,342.1996,395.8871,343.2469,342.2184,295.4218,411.2355,343.84,408.7713,351.8013,399.5391,344.8354,315.1771,268.2433,342.9772,287.3801,390.4175,309.8859,429.9102,362.3223,386.7292,332.824,0.278469746,4.5,5409,59758,65167,5515,6964,650,7317,1109.5,2387.333333,530.3333333,4224,885,2.8941309,57.18111216,3.3268408,740,4.6
5/9/20,202019,MI,26,-7964,-290,8410,-4256,-21639,4204,600.56,488.6148,398.9807,516.4947,428.1749,510.5775,446.7711,524.7491,460.5574,470.2626,411.4865,517.6106,439.1973,529.136,461.6744,531.3936,464.8757,431.1841,372.4283,453.7977,386.6039,496.1741,399.3305,553.8226,474.8432,507.4752,442.8528,0.139759053,2.8,4060,70552,74612,4391,5483,457,7027,976.25,2086.666667,267.3333333,4757,533,2.7622006,52.3842113,3.1306137,743,4
5/16/20,202020,MI,26,-8338,-565,8328,-4000,-19912,3917,495.21,467.7798,388.1494,503.4113,420.3563,490.1023,434.1057,498.8663,443.7646,448.7085,397.4779,500.1553,428.7364,507.5433,447.6034,507.311,449.4889,412.5245,360.8363,441.1964,379.8772,482.6837,389.4797,530.6816,460.3247,485.9701,429.3955,0.058148827,3.1,5291,93891,99182,3538,4462,321,5548,767.875,2059.666667,239.6666667,5114,357,2.7413673,34.5297746,3.4493538,740,3.5
5/23/20,202021,MI,26,-6473,1743,9625,-3522,-18271,3375,800.1,561.904,467.1778,591.3046,493.3299,585.3405,517.0067,601.6213,534.9345,562.1577,499.0549,591.0452,504.905,607.338,534.3899,614.9568,545.3382,512.8327,449.8616,537.8143,463.7343,578.3274,464.2526,626.1552,544.8923,586.7496,518.2094,0.035810222,1.8,3270,102400,105670,2563,3330,255,4934,569.0625,1947,144,5460,346,2.0582362,0,2.2520801,744,2.9
5/30/20,202022,MI,26,-4796,2376,12896,-3070,-18076,3127,851.3,584.6183,491.4671,617.8899,517.9595,611.1064,545.7813,627.2207,563.4089,586.6325,526.7952,616.4789,529.9028,634.5072,563.0816,640.0311,574.0724,537.258,477.1569,569.5858,495.5863,601.7389,484.0333,655.7899,576.2119,612.0291,546.1844,0.195539384,1.8,2028,98953,100981,1980,2882,190,4931,489.46875,1912.333333,109.3333333,5704,244,2.2499054,0,2.781223,744,2.2
6/6/20,202023,MI,26,-2204,3576,14050,-1879,-12778,2379,931.52,659.6458,542.3065,678.5241,560.8051,677.4022,592.4687,711.6852,623.5905,690.642,608.9408,673.9839,568.5078,708.5563,615.0003,730.5824,641.8251,631.1584,550.813,658.3025,563.6242,674.6244,540.0289,728.9705,631.0272,691.4929,603.6471,0.026048282,0.7,1593,96433,98026,1555,2348,114,3942,619.265625,1970.666667,173.6666667,5916,212,2.3569027,0,3.1885795,742,1.7
6/13/20,202024,MI,26,413,3332,14631,-1474,-11770,1935,1020.61,725.9732,608.969,726.0252,607.3494,735.0502,652.6594,789.4506,704.4059,808.6783,725.9007,721.6865,615.7146,773.2938,682.139,813.7271,727.1105,739.4748,658.187,758.25,659.1887,742.2068,596.5723,803.3421,708.0875,766.065,680.2684,0.114963227,0.5,922,82705,83627,1110,1817,97,2923,326.3671875,1847.666667,62.66666667,6013,97,1.9227875,0,2.3537246,739,1.4
6/20/20,202025,MI,26,3309,5397,16482,-845,-11000,1433,1123.04,833.2789,693.5359,823.9095,683.3134,834.1623,732.8777,902.9011,798.4489,961.9674,860.5729,812.7251,686.7444,875.0792,763.0784,942.3614,835.7594,881.1657,782.0762,897.2965,776.9123,862.6285,686.7034,919.5846,805.7351,879.687,774.7354,0.008134626,0.7,1709,93442,95151,839,1510,74,4326,393.8164063,1874.666667,89.66666667,6087,74,1.7012266,0,2.1525608,737,1.3
6/27/20,202026,MI,26,3791,4849,15577,-630,-11068,1549,1156.61,818.286,690.2765,815.8269,679.6005,819.4026,725.7247,885.5338,791.1814,948.5061,858.0573,801.3955,681.2273,855.5815,752.8152,924.8005,827.1701,876.1709,786.651,896.082,782.3107,852.953,678.7102,910.2066,807.1521,864.6153,768.626,0.09108998,0.7,2134,104053,106187,748,1415,66,1809,360.0917969,1912.666667,133.6666667,6153,66,1.8160239,0,2.5672038,742,1.4
7/4/20,202027,MI,26,5546,8293,17155,-496,-14556,1438,1192.97,769.1392,616.6124,770.0987,616.0494,776.4916,655.5552,827.8773,705.5546,869.6621,762.9797,760.4042,617.5171,809.7193,679.6336,858.672,734.2873,805.4233,702.4303,827.7359,700.0977,790.6348,608.9596,851.6248,734.5546,810.1291,688.7675,0.070381338,1,2902,126431,129333,700,1323,65,1742,367.9541016,1985,210,6218,65,2.6387,0,3.589592,741,1.7
7/11/20,202028,MI,26,3749,4886,14640,-275,-11943,1644,1218.16,733.241,621.4957,732.0806,607.5087,736.9083,652.389,794.8661,710.7318,851.1867,778.8154,717.0537,608.4491,769.2663,677.0179,829.7407,742.5551,790.7765,716.7822,803.4626,703.4224,764.5344,602.259,819.4571,736.0972,776.7125,692.0218,0.047935286,1,3789,140179,143968,660,1237,95,1026,321.0229492,1895,135,6313,95,2.3211231,0,2.9752259,742,1.9
7/18/20,202029,MI,26,2983,4705,15006,-237,-10732,1514,1232.46,734.0843,608.1652,724.3226,590.629,730.4724,634.3897,800.9532,701.5713,858.6578,770.2744,703.0783,585.1546,769.5347,663.5739,838.4173,736.7984,795.2507,706.4984,805.6183,693.295,770.7703,595.0676,820.8285,723.0632,776.1531,678.1681,0.227295166,2.5,4968,176988,181956,725,1329,51,1295,519.4885254,1883.666667,125.6666667,6364,51,2.6558806,0,3.028593,740,2.2
7/25/20,202030,MI,26,2886,4652,15784,-328,-10750,1462,1237.86,740.6867,611.3228,722.1478,585.6052,739.7124,636.301,813.172,705.9086,869.3205,776.3527,709.1039,585.4383,776.1504,663.0489,848.5944,739.2406,806.0145,713.9174,809.426,694.8581,763.9447,587.5013,829.3286,725.2726,786.1843,681.3806,0.240736812,2.2,3734,154834,158568,800,1471,36,0,491.2557373,1907,152,6400,36,2.5408927,0,3.0218578,741,2.1
8/1/20,202031,MI,26,3339,4690,16257,-401,-10514,1405,1234.17,744.7129,622.0529,719.7164,585.0747,740.264,639.8853,813.9486,708.4659,901.1885,808.543,706.3943,584.9753,777.2195,665.8889,859.6391,751.8511,826.3431,735.7649,825.0063,711.7469,765.4813,592.464,832.2016,728.881,793.7081,690.3456,0.179188414,2.4,6260,255924,262184,937,1509,57,4860,481.3721313,1971.666667,214.6666667,6457,57,3.3376695,0,4.0314033,735,2.1
8/8/20,202032,MI,26,3557,4447,14172,-296,-10687,1338,1231.84,744.2572,615.4387,722.5771,579.6149,740.6286,633.8607,809.6407,698.9795,896.9648,797.9915,709.4329,580.5029,776.3265,659.1137,855.8238,742.4973,821.0572,723.5608,822.5335,702.6868,764.1877,583.1171,834.2135,722.4328,791.9613,682.515,0.175954098,1,4859,193432,198291,936,1630,67,3614,453.3139343,1886.333333,135.3333333,6520,63,2.7181605,0,3.4599351,744,2.1
8/15/20,202033,MI,26,3014,4077,14605,-452,-10549,1260,1244.92,744.1429,614.4069,720.9575,573.0278,738.5859,628.5524,818.3803,700.4149,913.5132,798.2749,705.4007,573.1799,778.1141,656.8604,864.6548,742.844,837.9537,724.5582,839.1675,703.2218,759.6188,568.2303,829.4927,710.9696,798.5256,682.2021,,1.2,5591,211067,216658,697,1339,67,4142,486.3430328,2043.333333,292.3333333,6586,66,3.0273709,0,3.8396109,744,2
8/22/20,202034,MI,26,-114,278,4078,-762,-6360,1179,1232.78,750.3593,606.9673,717.77,562.2399,742.0109,619.2525,832.5193,697.9793,929.0398,790.9621,704.6257,562.8001,781.2975,647.7105,875.8948,736.588,856.974,722.4321,856.194,703.5553,752.3698,553.5763,834.8105,700.3679,807.3695,675.6557,,1.5,4262,162998,167260,618,1210,69,4802,402.8284836,1945.666667,188.6666667,6655,69,3.1792384,0,3.9747754,745,1.8
8/29/20,202035,MI,26,-993,-176,2067,-927,-6015,1401,1191.31,740.3021,598.7074,711.7051,553.5678,729.3329,610.7275,815.6628,690.4306,907.1991,781.2219,686.3802,547.5148,763.1062,635.5718,856.9089,725.8206,857.7695,728.6104,851.3195,699.6762,733.8762,529.845,831.5806,696.8603,792.3159,668.0062,,1.1,5092,219743,224835,631,1283,57,3571,467.5857582,1966.666667,212.6666667,6712,57,2.766437,0,3.514273,745,1.9
9/5/20,202036,MI,26,-733,187,2256,-842,-6244,1109,1161.14,738.9254,609.1446,727.3208,574.8533,740.9729,623.305,819.9455,696.4146,893.394,777.5382,707.1809,568.4214,778.4975,651.2412,860.3348,733.9921,831.7624,716.43,838.1617,700.0285,757.1842,558.4239,824.4334,697.9335,796.6278,675.8712,,1,6055,229073,235128,565,1126,94,4527,382.2071209,2004.333333,241.3333333,6806,94,3.9290264,0,4.5810148,744,1.7
9/12/20,202037,MI,26,-738,363,7129,-877,-8453,1329,1109.45,694.708,574.0186,677.0198,530.1132,707.552,592.3147,782.4545,662.16,841.3992,727.056,665.1594,531.0206,741.5945,617.8703,817.0813,692.79,783.5279,669.6796,789.9895,653.9425,708.0997,514.249,788.3208,661.8485,754.7953,637.2295,0,1.1,5867,185741,191608,517,1148,105,4835,435.8964396,1997.333333,223.3333333,6911,105,2.9220377,0,3.2700347,744,1.7
9/19/20,202038,MI,26,2334,2696,16148,-662,-7299,844,1141.89,682.3212,549.9969,673.8625,513.5154,690.4431,562.3812,762.7599,628.5281,833.1269,698.1476,656.7102,510.3416,721.3195,585.5189,806.3795,665.4038,770.8654,637.8456,775.8515,623.5052,718.6886,508.8822,769.2037,627.04,739.6932,607.2558,0,1.5,5029,202830,207859,487,1080,59,4703,339.0517802,1977.333333,180.3333333,6969,58,2.9702313,0,3.7093142,744,1.7
9/26/20,202039,MI,26,1750,2778,15595,-1028,-6931,1146,1106.77,675.3491,520.1032,665.4029,486.789,677.6014,531.3605,747.675,595.1298,807.6346,654.2333,653.4363,487.8974,707.704,554.3476,784.6985,624.7744,748.6717,597.5783,752.62,584.3612,705.3715,481.5681,754.0992,591.7708,724.7734,573.4644,0,2.8,6286,218302,224588,396,1005,75,4835,388.4741099,2085,277,7044,75,3.7032928,0,4.8871191,747,2.1
10/3/20,202040,MI,26,1096,2870,9893,-1472,-7113,1581,1040.75,731.2355,563.3703,724.9001,521.1984,735.1732,572.9736,814.587,645.8885,879.8748,710.9403,706.6844,523.2649,773.1082,600.5753,853.0952,676.125,817.7107,648.6797,822.0023,631.2135,766.3262,511.0966,825.0049,639.5284,788.6264,621.0591,0,3.7,6898,214319,221217,413,1024,80,4470,483.7629451,2108.333333,270.3333333,7124,80,3.6330757,0,5.0719395,742,2.3
10/10/20,202041,MI,26,1145,2540,13035,-1179,-7254,1225,1050.63,640.4372,505.0729,631.9123,458.4683,646.7932,506.4161,717.6284,571.4818,786.4981,641.3592,618.6921,460.5012,675.6364,526.5787,754.0884,601.6665,732.5958,587.8197,730.2666,567.526,669.9134,452.943,727.5135,568.4016,696.1981,551.2151,,4.1,8193,237842,246035,547,1335,95,4750,620.1185275,2233.666667,381.6666667,7219,95,4.7209809,0,5.4601058,736,2.8
10/17/20,202042,MI,26,286,2008,10691,-1239,-6999,1826,1031.09,643.8106,520.4934,636.7853,458.1585,652.6191,509.3769,729.2632,579.3232,815.8503,664.3705,623.7754,462.7455,684.9645,531.4508,770.6388,612.8686,753.6861,602.9956,757.68,585.4281,689.5038,460.2294,741.9562,576.1591,707.8358,559.0579,,5,9655,250793,260448,663,1672,98,5268,689.9407363,2093,225,7340,121,4.4350801,0,5.0848565,737,3.3
10/24/20,202043,MI,26,-1947,643,6947,-1758,-6990,2204,949.63,665.1583,533.7147,665.8202,462.7155,682.204,518.4702,757.2851,586.2043,839.0154,664.7206,650.1402,467.7157,718.0507,543.1752,800.4223,619.3073,772.5967,599.954,782.2692,586.0026,703.6791,453.4091,769.5123,579.9045,736.8868,566.331,,7.4,16493,292741,309234,761,1874,205,5400,837.0296319,2213,324,7522,182,4.9374119,0,6.0436831,736,4
10/31/20,202044,MI,26,-2665,837,6031,-1677,-7604,2230,915.72,686.6823,540.4519,682.9744,458.5013,703.1159,515.0617,786.3151,587.2725,860.2314,659.5793,673.7271,467.3809,736.9853,537.7666,827.8337,618.906,793.9798,596.017,803.0164,584.0586,728.5635,455.509,788.0482,570.3034,760.0391,563.7464,,8,21794,309807,331601,1047,2349,177,6154,1309.485184,1929.666667,109.6666667,7699,177,5.4132749,0,6.3341761,734,4.9
11/7/20,202045,MI,26,-3041,-67,7433,-2070,-8313,2483,703.04,296.7421,229.3645,294.2541,192.9022,299.3833,213.5721,335.8436,244.0823,373.2673,278.2992,288.1042,195.3096,317.0191,225.0479,355.6239,258.7373,340.7486,248.5702,348.1627,246.4326,320.863,195.8992,335.1102,235.3847,325.5841,235.127,,9.2,31597,270772,302369,1327,3183,246,7888,1770.257408,,,7945,246,7.8989911,0,7.8639695,733,5.9
11/14/20,202046,MI,26,-924,75,4555,-996,-3416,1012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,46789,431834,478623,1758,4175,431,9881,2355.871296,,,8376,431,10.8814377,0,10.3947876,,
1/4/20,202001,MN,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1009,60,0,0,0,0,0,735,2.4
1/11/20,202002,MN,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,950,4,0,0,0,0,0,734,1.8
1/18/20,202003,MN,27,0,0,0,0,0,0,570.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,945,0,0,0,0,0,0,736,1.7
1/25/20,202004,MN,27,0,0,0,0,0,0,728.91,739.5279,691.4635,703.3931,650.5195,625.5523,593.7647,740.1477,707.8625,995.3107,955.9056,551.6644,516.2349,609.9117,580.2277,823.5871,787.1894,1082.8752,1035.171,949.9071,896.7073,940.3138,859.582,859.5099,810.0663,779.5375,745.8319,0,,0,0,0,0,0,0,0,0,957,13,0,0,0,0,0,744,1.9
2/1/20,202005,MN,27,0,0,0,0,0,0,705.32,872.0667,814.5815,829.1797,771.6797,741.8401,706.3804,875.1148,840.2307,1161.221,1118.0236,640.2654,605.728,735.0653,702.323,972.8275,931.7453,1254.2518,1200.4171,1112.0014,1056.286,1103.8791,1019.0184,1039.9287,987.5811,915.639,878.378,0,,0,0,0,0,0,0,0,0,942,1,0,0,0,0,0,744,2.2
2/8/20,202006,MN,27,0,0,0,0,0,0,700,883.0258,853.1757,864.8656,837.2693,771.2946,755.8251,891.3174,877.3957,1157.8683,1137.0075,676.9489,659.0116,747.5432,733.3258,995.6635,978.4104,1250.5367,1225.4406,1138.3759,1111.636,1147.4034,1107.9032,1058.6867,1034.8349,926.593,910.6003,0,,0,0,0,0,0,0,0,0,919,0,0,0,0,0,0,744,2.1
2/15/20,202007,MN,27,576,123,192,68,-3,-12,730.13,924.8403,886.1252,907.1419,876.9542,798.3134,774.1334,929.0775,900.3961,1230.2806,1191.344,703.6125,680.6548,777.8676,753.9115,1031.7881,1000.4106,1341.8353,1297.3193,1195.5574,1154.1888,1192.0387,1148.539,1088.0013,1050.9687,974.6475,945.6011,0,,0,0,0,0,0,0,0,0,941,18,0,0,0,0,0,744,1.9
2/22/20,202008,MN,27,1476,58,220,-120,-1258,241,780.06,972.741,924.7623,924.9168,883.3997,835.4859,803.2381,975.369,940.3702,1312.4793,1269.3684,734.8167,704.8129,799.2338,769.812,1087.6761,1048.1933,1436.7051,1385.8146,1266.5887,1214.6918,1252.2424,1197.3101,1165.3823,1115.8533,1025.5582,990.1554,10.48693243,,0,0,0,0,0,0,0,0,912,0,0,0,0,0,0,745,1.8
2/29/20,202009,MN,27,3613,1208,350,8,1179,-142,763.24,1019.9101,968.9511,1031.8591,985.8422,899.7267,863.5429,1027.1797,990.1409,1327.4499,1283.8569,816.8991,780.8048,873.6968,841.7881,1140.1012,1099.102,1434.8878,1383.5138,1311.8054,1260.0377,1317.7585,1264.6882,1219.2622,1167.9707,1072.6809,1034.8977,7.519541867,,0,0,0,0,0,0,0,0,932,22,0,0,0,0,0,746,1.7
3/7/20,202010,MN,27,4707,2113,548,-44,904,-91,767.61,1027.5323,968.8684,1020.5257,966.5036,908.3682,868.0794,1045.9051,1000.8268,1350.2593,1292.5759,814.3224,774.7037,888.1828,851.4516,1163.0426,1111.7937,1447.1324,1378.7924,1319.722,1254.6495,1318.19,1258.2411,1220.1916,1161.0627,1088.6174,1041.9492,5.453858607,0,1,12,13,0,0,0,0,0,944,43,0,0,0,0,0,743,1.8
3/14/20,202011,MN,27,3766,4426,402,-390,-444,272,685.44,654.5897,578.9299,649.2694,582.702,574.0394,518.4988,674.4403,607.4361,876.5845,780.7922,536.3832,483.5116,572.079,517.5433,751.4266,674.2727,921.0897,817.5543,845.1126,751.044,834.0864,755.535,787.4416,707.6972,700.4303,629.1785,4.259455899,0.1,88,799,887,0,0,0,0,0,882,0,0,0,0,0,0,743,2.8
3/21/20,202012,MN,27,-12419,4390,-161,-2056,-8784,2440,444.37,446.1479,407.2991,440.791,407.7804,402.5337,375.1061,466.2495,435.9712,561.8321,521.6763,388.7947,360.7946,423.3161,397.5672,525.8779,490.1416,531.7277,490.2412,546.8602,502.2499,543.2093,502.4179,509.2126,469.9542,473.4072,442.0889,4.174878635,0.8,237,3105,3342,0,0,1,0,0,892.6666667,2.666666667,1,1,0,0,0,745,5.4
3/28/20,202013,MN,27,-20468,-5306,941,-3501,-16467,3396,363.15,291.0123,267.1455,288.9076,265.968,266.5757,248.1584,311.2576,291.7179,351.3177,329.0072,270.1446,249.9073,288.6932,271.5356,348.6048,326.325,310.2069,287.3945,333.9604,305.4911,340.4766,313.0342,322.8793,297.3682,309.2307,289.9446,2.676554117,2,360,13443,13803,0,0,4,215,57,902,15,5,4,0,0,0,743,6.3
4/4/20,202014,MN,27,-22429,-8150,1577,-3943,-20598,3667,347.76,255.3054,229.9802,256.0689,231.747,229.1981,211.7211,263.8039,246.7229,300.3227,281.2221,236.0004,216.4275,247.6666,232.5215,298.9941,278.641,263.605,242.9427,293.6999,265.3645,305.7611,276.1287,280.4246,256.596,263.6511,246.4932,0.977326048,2.9,471,9292,9763,0,197,19,201,123,913.6666667,21.66666667,24,19,0,0,0,743,6.4
4/11/20,202015,MN,27,-10553,-2404,3903,-3653,-21061,3524,399.73,291.5767,257.3242,283.2898,249.5798,262.8448,240.0838,305.4065,284.1664,354.3406,331.4937,266.5866,240.8717,289.3167,269.09,349.3042,323.4482,301.8888,277.2285,331.7101,297.2939,336.6328,295.9291,315.1903,285.2109,307.7097,285.9615,0.512213496,4.3,648,10211,10859,0,429,40,313,160,921,34,64,40,5.5657672,6.725895442,5.9362741,740,5.9
4/18/20,202016,MN,27,-9869,-3800,118,-3719,-20186,3639,411.66,204.0897,149.7357,216.1026,163.5957,192.582,147.4065,216.1391,167.1237,239.4562,186.5554,199.6733,152.1059,211.193,163.7237,243.9838,188.0694,203.6832,157.4449,243.9504,185.398,247.9817,186.0919,228.6735,174.0648,215.603,167.136,0.096592708,5.8,982,8284,9266,0,636,57,268,221,919.6666667,45.33333333,121,57,4.1672954,46.07154559,3.9516476,739,5.2
4/25/20,202017,MN,27,-7186,-1510,5660,-2895,-18910,3311,498.27,336.0951,278.5362,328.2635,275.9401,306.8677,266.1397,355.0861,314.353,401.2153,357.0136,312.0332,268.0599,339.3896,300.0088,401.2237,353.4257,339.4943,296.8117,374.436,319.5799,374.5415,314.7373,359.5289,311.1227,355.6729,314.2155,0.003208732,7.2,2339,11800,14139,0,790,123,413,236,964,91.33333333,244,123,3.4365912,46.03643974,3.783173,742,4.8
5/2/20,202018,MN,27,-5742,-178,6260,-2485,-18277,2838,548.08,390.205,318.1828,380.8341,317.2415,361.2181,309.0257,409.6129,357.3944,461.4512,402.9684,371.3519,315.1375,394.1042,342.9713,461.0893,400.4504,390.8536,336.0013,429.1158,361.7644,426.4766,355.3735,416.2321,356.1501,411.9747,358.214,0.062437539,10.2,3944,23627,27571,0,859,151,592,362,989.6666667,123.6666667,394,150,3.2168271,44.20949586,3.5960492,740,4.6
5/9/20,202019,MN,27,-5020,1224,6621,-2469,-17147,2916,599.9,461.8374,383.788,438.0891,371.8499,421.687,368.5294,488.8403,435.4085,555.7232,495.1384,428.8541,371.0431,462.2949,410.8393,547.4538,485.3166,476.7793,418.0653,509.215,439.7384,496.9446,423.6862,490.0337,429.9718,490.403,434.9254,0.295344628,10.3,4250,25431,29681,0,1243,163,3762,453,998,143,558,164,3.8110478,46.97897518,4.4718707,743,4
5/16/20,202020,MN,27,-5577,948,5515,-2730,-16410,2792,469.85,440.419,369.4416,426.6607,365.0979,406.5105,357.2428,466.3653,418.1768,524.8224,470.6406,411.8738,358.0459,444.1617,396.9886,521.2384,464.8399,452.0871,399.8536,485.4936,420.9598,475.9192,407.6135,468.9491,414.4652,467.9578,417.7881,0.26339268,11.2,4384,41359,45743,0,1419,151,3807,427,950.6666667,96.66666667,709,151,3.44974,32.00200091,3.8198339,740,3.5
5/23/20,202021,MN,27,-4416,2492,5999,-2697,-15823,2443,754.31,526.8697,442.1181,522.2912,446.7245,491.8607,432.4804,557.9794,498.7772,622.7187,555.1149,499.1248,433.3767,533.5932,475.1992,622.0248,553.4199,541.1849,476.8811,583.1674,503.9889,570.2048,487.9266,562.8669,497.3436,560.448,498.7497,0.22878008,12.5,5060,47542,52602,0,1568,152,3914,495,951,101.3333333,861,152,3.2323948,0,3.8479246,744,2.9
5/30/20,202022,MN,27,-4092,2551,7769,-2567,-17699,2320,806.71,518.6461,438.08,511.2003,440.1393,482.8266,426.6002,549.3746,493.8611,615.3599,552.3095,490.5346,427.2374,521.3684,466.3524,608.3219,545.7702,543.1201,481.4061,576.9612,500.2898,569.8894,487.7239,560.8726,499.0587,550.8447,493.3338,0.037114805,10.4,3416,55451,58867,0,1737,175,4379,477,966.6666667,123.6666667,1036,175,2.6593061,0,3.3191449,744,2.2
6/6/20,202023,MN,27,-1510,3773,8726,-2078,-12921,1992,894.93,620.4344,514.6619,596.4228,506.9056,566.7095,492.2416,654.853,578.5251,754.6283,669.7693,564.7602,484.6028,610.3986,536.6609,732.2896,646.3969,674.2302,591.9075,690.2927,594.6722,675.5024,572.6317,663.1714,584.1996,661.9731,583.5913,0.084482488,6.6,2672,64352,67024,0,1682,145,4389,325,992,164,1181,145,4.1090916,0,4.9327536,742,1.7
6/13/20,202024,MN,27,-450,3394,8709,-1703,-12400,1901,944.01,652.94,542.015,630.1713,537.2189,588.9622,513.5499,687.9723,607.6643,814.1385,714.5805,590.4041,508.2855,638.1754,562.2571,768.8225,675.2699,737.6846,642.4711,759.1348,647.8124,729.1323,613.635,708.8597,624.5612,698.7679,614.5394,0.162935607,5.4,1612,72501,74113,0,1367,133,3367,245,947,129,1314,133,2.5368393,0,3.0780895,739,1.4
6/20/20,202025,MN,27,684,3559,8914,-1497,-11966,1657,993.62,689.8002,580.1677,672.0902,571.9528,629.1966,551.6182,729.5328,648.7908,868.2013,765.8301,625.1908,541.9472,670.2158,593.5504,820.7557,724.73,795.0787,694.757,814.4295,694.0057,784.8077,657.5482,758.1433,670.3402,742.9867,657.3792,0.074387116,4.6,2002,72337,74333,0,1238,90,2585,186,921.3333333,99.33333333,1404,90,2.2561096,0,2.7963576,737,1.3
6/27/20,202026,MN,27,626,3616,9680,-1443,-12059,1536,1040.64,667.1417,553.9928,640.0415,542.2007,608.0036,526.7193,703.8502,618.1596,836.7881,733.0767,599.7815,514.0689,646.7735,565.3382,788.5423,689.7619,768.4673,668.1233,786.1391,667.3833,765.7753,640.5577,732.4948,645.9843,715.2225,626.0063,0.000768751,3.9,2566,74298,76864,0,1108,48,2196,219,822.3333333,15,1452,48,2.3767776,0,2.9016583,742,1.4
7/4/20,202027,MN,27,1110,4788,8560,-1807,-16278,1568,1002.78,631.9044,503.583,626.7868,515.6929,580.3397,484.4886,669.069,564.6129,781.6049,657.8439,588.4062,487.4135,619.9256,520.6235,743.3005,625.3302,717.2371,601.2361,745.4827,610.8849,729.1641,591.9901,699.2194,597.4974,677.2024,569.9213,0.123471806,4.4,2591,73674,76265,0,931,51,1946,153,864.3333333,51.33333333,1503,51,2.8513461,0,3.2509902,741,1.7
7/11/20,202028,MN,27,525,3323,7999,-1708,-13120,1593,1053.52,615.2672,520.2604,613.4933,522.8206,563.6473,493.1266,647.7066,573.5071,780.7692,685.8534,561.5474,486.7166,594.7987,523.6061,726.6092,639.5299,730.8112,637.9019,740.1025,626.9338,727.1622,610.5834,695.7647,620.9176,663.0408,584.3109,0.299103939,5,3947,92976,96923,0,861,34,3665,227,858.3333333,35.33333333,1537,34,2.6009692,0,2.6786029,742,1.9
7/18/20,202029,MN,27,651,3306,9102,-1724,-12231,1569,1079.05,637.1221,535.2899,620.2334,523.567,573.9697,498.2645,670.6887,588.0298,824.9295,721.1219,567.7955,487.4028,610.5104,533.0063,755.5398,659.7532,771.1581,669.2056,770.4331,647.7877,750.034,623.1978,727.1312,642.1639,688.5243,602.2952,0.423599285,6.2,3899,89968,93867,0,780,41,3298,236,855.3333333,28.33333333,1578,41,3.0095318,0,3.580529,740,2.2
7/25/20,202030,MN,27,385,2561,8735,-1619,-12141,1525,1096.57,656.4589,537.7719,621.0404,516.2227,586.5211,495.9937,691.3555,590.2052,847.9103,725.3535,574.0478,480.2265,619.4429,526.192,779.7871,665.5249,794.9318,676.8642,789.6398,653.926,762.6744,625.0488,739.5684,639.174,707.0977,603.363,0.477123805,6.4,4821,99913,104734,0,796,33,4315,287,869.6666667,35.66666667,1611,33,2.487263,0,3.1534126,741,2.1
8/1/20,202031,MN,27,352,2495,9080,-1785,-12245,1401,1104.95,668.0214,542.2393,643.0226,529.8695,597.8694,499.2085,694.0572,584.1255,851.5926,720.245,578.1155,476.9003,626.567,524.4947,783.2596,660.625,807.272,680.4757,809.6738,667.2503,790.3523,645.1049,755.8686,646.2728,711.4166,598.9985,0.46990023,7,4897,74974,99621,0,963,35,4494,319,809.6666667,0,1646,35,4.2828514,0,4.8937248,735,2.1
