date,epiweek,region,fips,positiveIncr,negativeIncr,ttlTestIncr,onVentilation,inIcu,deathIncr,death_jhu_incidence,recovered,covid-net,hospitalizeIncr,hospitalization,n_visits,cases,h_next1,h_next2,d_next1,d_next2
02/05/2020,202018,VA,51,3059,10703,13762,873,1539,86,86,7614,,1666,,,0.157183015538117,,,,
07/03/2020,202010,VI,78,0,0,0,0,0,0,0,0,,0,,,,0,0,0,0
14/03/2020,202011,VI,78,0,0,0,0,0,0,0,0,,0,,,,0,0,0,0
21/03/2020,202012,VI,78,5,0,5,0,0,0,0,0,,0,,,,0,0,0,0
28/03/2020,202013,VI,78,16,106,122,0,0,0,0,0,,0,,,,0,3,0,1
04/04/2020,202014,VI,78,18,78,96,0,0,0,0,130,,0,,,,3,0,1,2
11/04/2020,202015,VI,78,11,115,126,0,0,1,1,270,,3,,,,0,0,2,0
18/04/2020,202016,VI,78,2,91,93,0,0,2,2,312,,0,,,,0,0,0,1
25/04/2020,202017,VI,78,2,303,305,0,0,0,0,341,,0,,,,0,,1,
02/05/2020,202018,VI,78,7,39,46,0,0,1,1,204,,0,,,,,,,
07/03/2020,202010,VT,50,0,8,8,0,0,0,0,0,,0,0.000527540729247,0.001275785446423,8.13733832661141,0,0,0,2
14/03/2020,202011,VT,50,4,211,215,0,0,0,0,0,,0,0.000713731574864,0.001156226124587,10.2226798823575,0,18,2,10
21/03/2020,202012,VT,50,25,552,577,0,0,2,2,0,,0,0.000620636152056,0.000859514880761,8.68137879409377,18,27,10,8
28/03/2020,202013,VT,50,182,1384,1566,0,0,10,10,0,,18,0.000480993017843,0.000620396237089,4.54494833565865,27,5,8,5
04/04/2020,202014,VT,50,250,3220,3470,0,0,8,8,75,,27,0.000543056633049,0.000662679411885,2.52177072683973,5,0,5,13
11/04/2020,202015,VT,50,250,3164,3414,0,0,5,5,105,,5,0.000480993017843,0.000559158535661,1.4913246402413,0,0,13,8
18/04/2020,202016,VT,50,92,3216,3308,0,0,13,13,105,,0,0.000201706749418,0.000317123810968,0.079656231026029,0,0,8,1
25/04/2020,202017,VT,50,40,2076,2116,0,0,8,8,30,,0,1.55159038013964E-05,1.45804051019753E-06,0.038660183401421,0,,1,
02/05/2020,202018,VT,50,19,728,747,0,0,1,1,0,,0,,,0.069128149230381,,,,
07/03/2020,202010,WA,53,164,1723,1887,0,0,22,22,0,,0,0.008378588052754,0.013239736852849,7.05616047586193,0,0,24,60
14/03/2020,202011,WA,53,624,15037,15661,0,0,24,24,0,,0,0.008006206361521,0.012245353224894,7.44942891517336,0,0,60,109
21/03/2020,202012,WA,53,1236,25153,26389,0,0,60,60,0,,0,0.008083785880528,0.011247324495664,6.23640917486639,0,574,109,145
28/03/2020,202013,WA,53,2695,26266,28961,0,0,109,109,0,,0,0.007214895267649,0.009196590518071,3.94001483887067,574,362,145,129
04/04/2020,202014,WA,53,3055,25327,28382,0,174,145,145,0,,574,0.007292474786656,0.008084834629045,1.60963123449321,362,337,129,104
11/04/2020,202015,WA,53,2370,24707,27077,0,1318,129,129,0,,362,0.00633048875097,0.006627523139103,0.50911578156771,337,286.5,104,67
18/04/2020,202016,WA,53,1725,22573,24298,0,1195,104,104,0,,337,0.004173778122576,0.004028565929676,0.302930066040545,286.5,346.75,67,121
25/04/2020,202017,WA,53,1634,21110,22744,0,1126,67,67,0,,286.5,0.000946470131885,0.000544578130559,0.316554201305182,346.75,,121,
02/05/2020,202018,WA,53,321,6754,7075,0,574,121,121,0,,346.75,,,0,,,,
07/03/2020,202010,WI,55,0,12,12,0,0,0,0,0,,0,0.00944918541505,0.010618180015514,9.71403023821035,0,0,0,4
14/03/2020,202011,WI,55,18,138,156,0,0,0,0,0,,0,0.008983708301009,0.009877495436333,8.14452130894416,0,0,4,9
21/03/2020,202012,WI,55,262,4459,4721,0,0,4,4,0,,0,0.008456167571761,0.007964546286954,8.38259092965952,0,588,9,43
28/03/2020,202013,WI,55,708,10604,11312,0,0,9,9,0,,0,0.007742435996897,0.005261339181048,5.81347424284393,588,362,43,81
04/04/2020,202014,WI,55,1123,9321,10335,0,0,43,43,0,,588,0.008099301784329,0.004212279033961,1.87030165278609,362,226,81,74
11/04/2020,202015,WI,55,1101,10821,11922,0,369,81,81,0,,362,0.006873545384019,0.003649475397024,0.354234584755904,226,200,74,55
18/04/2020,202016,WI,55,986,9282,10268,348,1101,74,74,0,,226,0.004313421256788,0.002674775315957,0.366627180619243,200,113,55,42
25/04/2020,202017,WI,55,1488,13176,14664,0,1031,55,55,0,,200,0.000822342901474,0.000285775939999,6.00990687847925E-05,113,,42,
02/05/2020,202018,WI,55,833,9492,10325,0,504,42,42,0,,113,,,6.20052497463383E-05,,,,
07/03/2020,202010,WV,54,0,1,1,0,0,0,0,0,,0,0.006144297905353,0.005855490688953,8.00868873635382,0,1,0,0
14/03/2020,202011,WV,54,0,24,24,0,0,0,0,0,,0,0.005973622963538,0.005897044843494,7.0972064267918,1,0,0,0
21/03/2020,202012,WV,54,11,304,315,0,0,0,0,0,,1,0.005384018619085,0.004603762910949,6.21204321192206,0,0,0,2
28/03/2020,202013,WV,54,85,2001,2086,0,0,0,0,0,,0,0.00411171450737,0.00321425030473,2.73908040561343,0,0,2,3
04/04/2020,202014,WV,54,186,5073,5259,0,0,2,2,0,,0,0.003491078355314,0.002418160186163,0.900174460570752,0,164,3,11
11/04/2020,202015,WV,54,295,7471,7766,44,60,3,3,126,,0,0.0022187742436,0.001930445635502,0.140479632734733,164,0,11,16
18/04/2020,202016,WV,54,208,3780,3988,170,261,11,11,1227,,164,0.001008533747091,0.001302030175606,0.000468100153013,0,0,16,6
25/04/2020,202017,WV,54,235,13291,13526,157,273,16,16,2473,,0,0.000124127230411,0.000117372261071,0.038492448437017,0,,6,
02/05/2020,202018,WV,54,75,10030,10105,76,144,6,6,1895,,0,,,0.174669048867006,,,,
07/03/2020,202010,WY,56,0,0,0,0,0,0,0,0,,0,0.00077579519007,0.001172264570199,6.55530006845827,0,0,0,0
14/03/2020,202011,WY,56,2,0,2,0,0,0,0,0,,0,0.000961986035687,0.001194864198107,5.70535392920761,0,14,0,0
21/03/2020,202012,WY,56,21,438,459,0,0,0,0,0,,0,0.000915438324282,0.000929500825251,5.86003456206487,14,9,0,0
28/03/2020,202013,WY,56,59,1037,1096,0,0,0,0,54,,14,0.000651667959659,0.000691840222089,4.23472784267078,9,14,0,0
04/04/2020,202014,WY,56,105,1470,1575,0,0,0,0,218,,9,0.000620636152056,0.000487714550661,1.52111179152874,14,13,0,2
11/04/2020,202015,WY,56,74,2253,2327,0,0,0,0,554,,14,0.000403413498836,0.000385651714947,0.451987056324821,13,4,2,5
18/04/2020,202016,WY,56,44,1019,1063,0,0,2,2,1046,,13,0.000279286268425,0.000194648408111,0.057337043156628,4,2,5,0
25/04/2020,202017,WY,56,44,1640,1680,0,0,5,5,1868,,4,0,1.2393344336679E-05,0.013625610430176,2,,0,
02/05/2020,202018,WY,56,187,884,1071,0,0,0,0,1381,,2,,,0,,,,
