date,epiweek,region,fips,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,kinsa_cases,hospitalization,n_visits,covidnet,positiveIncrease,negativeIncrease,totalTestResultsIncrease,onVentilatorCurrently,inIcuCurrently,recovered,hospitalizedIncrease,death_jhu_incidence,death_jhu_cumulative
2020-04-18,202016,OR,41,-5349,-1727,3478,-4115,-8768,1791,0.323120018854068,0.003035328722972,0.002643714629341,3,473,9886,10359,310,592,0,111,24,72
2020-04-25,202017,OR,41,-4930,-1478,2448,-3745,-8503,1789,0.3766393374892,0.002628532089996,0.001997358498919,2.1,409,9385,9794,236,475,0,87,15,87
2020-05-02,202018,OR,41,-3999,-542,3111,-2794,-8172,1515,0.010546388078559,0.000704071095535,0.000244228172568,,382,12377,12759,190,433,0,59,22,109
2020-05-09,202019,OR,41,,,,,,,,,,,525,13959,14484,143,307,7080,67,18,127
2020-03-07,202010,PA,42,4980,2387,4411,990,1154,-176,7.95017154187415,0.033091341490127,0.030029735333397,,2,0,2,0,0,0,0,0,0
2020-03-14,202011,PA,42,4279,5959,9576,306,-89,155,7.47097211882437,0.03180836749382,0.028883117266415,,43,205,248,0,0,0,0,0,0
2020-03-21,202012,PA,42,-10161,3833,4877,-5565,-10614,3869,7.03516353410271,0.029445817817693,0.024267131019929,,324,3561,3885,0,0,0,0,2,2
2020-03-28,202013,PA,42,-19826,-7651,314,-9745,-18478,6056,4.10870961781043,0.028788684795194,0.01971017273056,,2380,21488,23868,0,0,0,0,32,34
2020-04-04,202014,PA,42,-19229,-7445,825,-10250,-19365,6086,2.18818080627851,0.033466846074413,0.018433693157922,,7266,34759,42025,0,0,0,0,102,136
2020-04-11,202015,PA,42,-16028,-5514,3918,-10638,-20667,6142,0.905460596098148,0.037847732891072,0.017173446273491,,11638,38485,50123,3526,0,0,2115,367,503
2020-04-18,202016,PA,42,-15974,-7189,191,-10507,-19757,6210,0.424426157284912,0.03331038583096,0.015998789926879,,9414,24398,33812,4657,0,0,1555.5,539,1042
2020-04-25,202017,PA,42,-13690,-5509,3726,-9507,-18459,5956,0.217297302488277,0.023171762055262,0.01226527163928,,8980,29990,38970,4672,0,0,1970.25,751,1793
2020-05-02,202018,PA,42,-11726,-3537,3116,-8607,-17694,5321,0.14012147807581,0.006070657445943,0.002029823875333,,8256,34185,42441,4196,0,0,1687.875,902,2695
2020-05-09,202019,PA,42,,,,,,,,,,,7011,34720,41731,3803,0,0,0,1084,3779
2020-03-07,202010,RI,44,353,-40,906,-10,126,-19,5.01856552644021,0.003489063428983,0.004075142589409,,2,30,31,0,0,0,0,0,0
2020-03-14,202011,RI,44,289,359,1956,-242,-22,46,6.05309843218994,0.003004036674281,0.003753440223126,,18,168,186,0,0,0,0,0,0
2020-03-21,202012,RI,44,-1087,176,1150,-1074,-1161,505,5.13296509882607,0.002691116187377,0.003149141512149,,46,664,710,0,0,0,0,0,0
2020-03-28,202013,RI,44,-1724,-694,1282,-1496,-1735,594,2.84873145782762,0.0029414525769,0.002766197640357,,173,1679,1852,18,27,0,0,2,2
2020-04-04,202014,RI,44,-1982,-918,-92,-1745,-1939,648,1.78168735797851,0.003786337891542,0.003101181296992,,567,3043,3610,42,100,175,0,15,17
2020-04-11,202015,RI,44,-1699,-658,541,-1754,-2036,650,1.03305710363976,0.003676815721125,0.003598491835696,,1543,10274,11817,162,295,245,0,39,56
2020-04-18,202016,RI,44,-1700,-1016,119,-1971,-2016,653,0.183420495714765,0.003536001502018,0.002921146027787,,2130,12477,14607,225,392,1068,578,81,137
2020-04-25,202017,RI,44,-1450,-783,574,-1799,-1913,626,0.271934229748832,0.00215915135964,0.002749227102687,,2650,15427,18077,314,492,2270,179,78,215
2020-05-02,202018,RI,44,-1352,-676,491,-1789,-1876,590,0.092436299789497,0.00035985855994,0.000681772904692,,2160,16877,19037,378,564,3219,401,81,296
2020-05-09,202019,RI,44,,,,,,,,,,,1700,16187,17887,406,572,4668,241,122,418
2020-03-07,202010,SC,45,3533,1676,1713,1967,573,-50,5.16026514272328,0.012970554182182,0.01893543079341,,2,3,5,0,0,0,0,0,0
2020-03-14,202011,SC,45,3323,3889,5146,2146,331,-173,6.03653910548693,0.012845385987421,0.018075836167905,,11,102,113,0,0,0,0,0,0
2020-03-21,202012,SC,45,-3438,5385,2806,-50,-4415,1344,6.30235968302161,0.012172606940576,0.013124866264785,,139,1145,1284,0,0,0,0,3,3
2020-03-28,202013,SC,45,-9561,-898,-377,-3936,-8729,2301,3.35886825722348,0.012250837062303,0.009215001955301,,387,1153,1540,0,0,0,129,12,15
2020-04-04,202014,SC,45,-8828,-188,-1545,-5158,-10513,2437,1.43818679660006,0.011265137528554,0.007351932058821,,1378,13989,15367,0,0,0,767,25,40
2020-04-11,202015,SC,45,-7778,-921,-2201,-6364,-12351,2629,0.763730732960045,0.01026379197046,0.006041511410842,,1290,10489,11779,0,0,0,255,40,80
2020-04-18,202016,SC,45,-6241,-2072,-2664,-5793,-11645,2473,0.243197106399523,0.007416215539631,0.00498269743007,,1039,7701,8740,0,0,2633,280,39,119
2020-04-25,202017,SC,45,-5466,-1272,-2313,-4800,-10741,2531,0.06326335736538,0.004693807303564,0.003994716997838,,1007,9174,10181,0,0,20411,168,47,166
2020-05-02,202018,SC,45,-3335,539,580,-3184,-9910,2000,0.059971897665982,0.001721062677974,0.000960680002066,,1236,11366,12602,0,0,23980,166,101,267
2020-05-09,202019,SC,45,,,,,,,,,,,1042,22551,23387,0,0,26434,142,63,330
2020-03-07,202010,SD,46,1374,845,697,235,401,-61,6.39095186003077,0.003786337891542,0.003230304953183,,0,0,0,0,0,0,0,0,0
2020-03-14,202011,SD,46,265,1756,583,67,-247,29,4.9375212831586,0.003645523672435,0.003236945598359,,9,177,186,0,0,0,0,1,1
2020-03-21,202012,SD,46,-2459,1011,136,-284,-3536,451,5.13912867364842,0.003363895234221,0.002585424521689,,5,509,514,0,0,0,0,0,1
2020-03-28,202013,SD,46,-5036,-529,434,-594,-5198,591,2.92044833965294,0.002675470163032,0.002103608821728,,54,1901,1955,0,0,63,0,0,1
2020-04-04,202014,SD,46,-5591,-1117,835,-881,-6374,646,0.862879583496273,0.002049629189223,0.001568667960363,,144,2420,2564,0,0,360,19,1,2
2020-04-11,202015,SD,46,-2351,-105,1122,-996,-7086,639,0.103442638123944,0.001580248458867,0.001375351400807,,414,2366,2780,0,0,946,14,4,6
2020-04-18,202016,SD,46,-2360,-263,169,-884,-6815,675,0.001328499069464,0.001157805801546,0.001068406023803,,916,2740,3656,0,0,2376,35,1,7
2020-04-25,202017,SD,46,-1663,-61,1612,-654,-6262,601,-0.000226075810001,0.001032637606784,0.000721616775745,,605,3331,3936,0,0,6593,60,3,10
2020-05-02,202018,SD,46,-1041,134,2390,-351,-6032,478,-0.000193779265715,0.00035985855994,0.000115842365841,,441,2054,2495,0,0,10475,59,11,21
2020-05-09,202019,SD,46,,,,,,,,,,,805,4056,4861,0,0,13723,66,13,34
2020-03-07,202010,TN,47,8971,6233,3964,2046,1010,-255,6.58406120589571,0.026410489094721,0.024157929299264,0.1,0,0,0,0,0,0,0,0,0
2020-03-14,202011,TN,47,5844,10297,4396,1813,519,31,6.84489520757789,0.024454736051569,0.023490913383852,0.7,31,130,161,0,0,0,0,0,0
2020-03-21,202012,TN,47,-5715,11981,937,-771,-8650,2109,6.3299166808862,0.024423444002879,0.020462041334327,2.6,339,3142,3481,0,0,0,0,1,1
2020-03-28,202013,TN,47,-15620,307,1256,-4336,-18144,3491,2.87578853893795,0.022514629032763,0.016876830788983,8.4,1002,13693,14695,0,0,0,118,6,7
2020-04-04,202014,TN,47,-16046,1637,509,-5703,-21229,3682,1.23183945878974,0.022248646618894,0.013828774653395,9.1,1948,21105,23053,0,0,1142,193,43,50
2020-04-11,202015,TN,47,-11194,-763,506,-6995,-24563,3665,0.737884746079008,0.019103795725506,0.010898036582577,5.2,1793,23644,25437,0,0,5161,245,56,106
2020-04-18,202016,TN,47,-8651,-2633,-1496,-6292,-22468,3525,0.106500785772035,0.014926307225334,0.009355193353452,4.3,1648,22110,23758,0,0,16377,163,36,142
2020-04-25,202017,TN,47,-6963,-1450,-792,-5642,-20850,3532,0.07857171204302,0.007760428075226,0.005831962163079,4.5,2427,48393,50820,0,0,27789,102,35,177
2020-05-02,202018,TN,47,-3171,631,850,-3498,-19019,2846,0.050707008527668,0.001580248458867,0.000945185163323,,3472,51398,54870,0,0,35910,304,32,209
2020-05-09,202019,TN,47,,,,,,,,,,,2107,54365,56472,0,0,45978,194,33,242
2020-03-07,202010,TX,48,17322,10038,5534,6589,2701,-792,7.70024228798968,0.075492067465657,0.082207498026253,,7,0,7,0,0,0,0,0,0
2020-03-14,202011,TX,48,16813,21052,8908,8073,-9595,571,7.17745143457471,0.072268986450543,0.0736137653196,,43,0,43,0,0,0,0,0,0
2020-03-21,202012,TX,48,-12802,17496,-2700,-1314,-23592,5128,6.54826946822808,0.065979284663767,0.064871724870692,,253,6218,6471,0,0,0,0,5,5
2020-03-28,202013,TX,48,-37419,-8102,-3950,-12105,-35539,7796,3.97407889275624,0.059548768657884,0.049443292579448,,1748,16990,18738,0,0,0,0,25,30
2020-04-04,202014,TX,48,-43855,-16405,-10371,-17748,-42736,8918,2.04316058194561,0.055981475107175,0.040564749979709,,4058,34433,38491,0,0,228,196,86,116
2020-04-11,202015,TX,48,-28988,-10884,-9406,-20953,-47224,9000,0.866016094585225,0.052414181556467,0.033626013620701,,6451,50331,56782,0,0,4236,1416,150,266
2020-04-18,202016,TX,48,-21871,-10745,-9075,-19670,-43148,8555,0.566844048713196,0.043574177801421,0.028404990813774,,5699,50007,55706,0,0,22686,613,210,476
2020-04-25,202017,TX,48,-18296,-7249,-2236,-16754,-40429,8075,0.136585915103257,0.029179835403824,0.021438216175136,,5513,81064,86577,0,0,52034,1290.5,162,638
2020-05-02,202018,TX,48,-13248,-2709,1598,-13155,-38183,6836,0.000716690892423,0.007165879150108,0.004227877428447,,6749,111083,117832,0,0,88592,1079.75,225,863
2020-05-09,202019,TX,48,,,,,,,,,,,7338,101308,108646,0,0,123825,0,203,1066
2020-03-07,202010,UT,49,2275,2827,1818,753,250,-54,5.86240127899377,0.000985699533748,0.004333389901792,0,0,0,0,0,0,0,0,0,0
2020-03-14,202011,UT,49,2061,4747,1981,620,-29,33,5.95329205993473,0.00075100916857,0.00439832065462,0.2,5,131,136,0,0,0,0,0,0
2020-03-21,202012,UT,49,-1962,3046,2129,-463,-3872,695,5.85007200283089,0.000704071095535,0.003637597857285,1,130,2293,2423,0,0,0,0,0,0
2020-03-28,202013,UT,49,-4917,-141,1068,-1604,-5308,946,3.08863906303888,0.000688425071189,0.003081259361465,2.1,466,8286,8752,0,0,0,0,1,1
2020-04-04,202014,UT,49,-5435,-755,1535,-1880,-6196,1027,0.834067288867057,0.000704071095535,0.002479912048344,2.4,826,15905,16731,0,0,0,117,7,8
2020-04-11,202015,UT,49,-3186,-794,1800,-2128,-6623,1034,0.334611511386605,0.000594548925118,0.00208147333781,3,778,13725,14503,0,0,0,73,10,18
2020-04-18,202016,UT,49,-2893,-1276,948,-2216,-6140,1020,0.089842104154743,0.000281628438214,0.001750916777959,3.6,725,16673,17398,0,0,2019,61,7,25
2020-04-25,202017,UT,49,-2209,-859,2907,-1398,-5877,932,0.142461457745108,0.000281628438214,0.001157685808941,4.9,1017,29245,30262,0,0,7014,78,16,41
2020-05-02,202018,UT,49,-1680,-435,3577,-968,-5623,732,0,-1.56460243452139E-05,0.000159375484214,,1033,26565,27598,0,0,12889,89,8,49
2020-05-09,202019,UT,49,,,,,,,,,,,1122,24368,25490,0,0,17786,80,17,66
2020-03-07,202010,VT,50,979,617,178,256,-51,16,8.23210354015946,0.000547610852082,0.001303780002804,,0,8,8,0,0,0,0,0,0
2020-03-14,202011,VT,50,411,1117,257,-87,41,66,10.4485749945596,0.00071971711988,0.001180559142324,,4,211,215,0,0,0,0,0,0
2020-03-21,202012,VT,50,-2539,460,50,-1039,-2253,464,8.1204151142522,0.000641486998154,0.000881730109423,,25,552,577,0,0,0,0,2,2
2020-03-28,202013,VT,50,-4545,-1905,18,-1499,-4294,618,3.95322339003911,0.000485026754702,0.000644880431494,,182,1384,1566,0,0,0,18,10,12
2020-04-04,202014,VT,50,-4966,-2615,-427,-1612,-4972,641,2.48851264232659,0.000563256876428,0.000698743442363,,250,3220,3470,0,0,75,27,8,20
2020-04-11,202015,VT,50,-2478,-1372,-136,-1833,-5045,576,1.24138958226864,0.000516318803392,0.00061979354972,,250,3164,3414,0,0,105,5,5,25
2020-04-18,202016,VT,50,-2101,-1595,-99,-2203,-4978,647,0.035892569796073,0.000406796632976,0.000479602151569,,92,3216,3308,0,0,105,0,13,38
2020-04-25,202017,VT,50,-1756,-1193,420,-2007,-4692,661,0.0484659073759,0.000125168194762,0.000339410753418,,40,2076,2116,0,0,30,0,8,46
2020-05-02,202018,VT,50,-1662,-993,328,-1949,-4481,610,0.052234072426258,1.56460243452139E-05,2.87761290941422E-05,,43,1866,1909,0,0,0,0,5,51
2020-05-09,202019,VT,50,,,,,,,,,,,35,2901,2936,0,6,2905,0,2,53
2020-03-07,202010,VA,51,9875,5991,2791,2014,1471,-234,5.70015387301265,0.014378696373252,0.02484781854806,,0,13,13,0,0,0,0,0,0
2020-03-14,202011,VA,51,7784,11629,5350,1725,-238,54,5.41057175302907,0.014159652032419,0.023583144566846,,30,86,116,0,0,0,0,1,1
2020-03-21,202012,VA,51,-12522,8095,2532,-3107,-16994,3472,5.09790111791824,0.014300466251526,0.017734211866095,,122,2521,2643,0,0,0,25,2,3
2020-03-28,202013,VA,51,-26700,-6076,531,-8287,-27118,4948,2.27758181894193,0.013189598523015,0.012348648628707,,587,5789,6376,0,0,0,74,10,13
2020-04-04,202014,VA,51,-27935,-7090,-81,-9871,-30428,5076,0.946103084035439,0.013377350815158,0.010428764323503,,1668,10718,12386,0,0,0,291,39,52
2020-04-11,202015,VA,51,-17949,-5630,973,-10337,-33652,5134,0.347915452833029,0.013252182620396,0.009027588191457,,2670,13777,16447,855,1352,0,382,78,130
2020-04-18,202016,VA,51,-16353,-6612,-594,-10797,-32712,5127,0.001582263803651,0.011765810307601,0.007979841952645,,2976,10956,13932,1798,2909,4762,1296,128,258
2020-04-25,202017,VA,51,-14681,-5238,33,-9681,-31327,5035,0.043041663945394,0.009012110022843,0.00731799098348,,4313,16398,20711,1655,2742,10462,646,179,437
2020-05-02,202018,VA,51,-12406,-2946,351,-7982,-30342,4589,0.14130487535587,0.002597240041306,0.001541367530196,,5365,29263,33798,1476,2652,14226,1796,180,617
2020-05-09,202019,VA,51,,,,,,,,,,,5465,29588,35053,1363,2571,19224,979,210,827
2020-03-07,202010,WA,53,2362,2223,4040,1083,203,-58,7.24661631473877,0.008527083268142,0.013473869061234,,164,1723,1887,0,0,0,0,15,15
2020-03-14,202011,WA,53,892,2899,4792,-49,-635,295,7.28170791280687,0.008354977000344,0.012540489489334,,624,15037,15661,0,0,0,0,23,38
2020-03-21,202012,WA,53,-5020,2544,10360,-2176,-5890,1548,6.06074212658217,0.008448853146416,0.011599731422795,,1236,25153,26389,0,0,0,0,55,93
2020-03-28,202013,WA,53,-9858,-2841,-406,-5916,-10005,2580,3.55633345240976,0.007541383734393,0.009662138730456,,2695,26266,28961,0,0,0,0,94,187
2020-04-04,202014,WA,53,-10010,-3220,-1074,-6936,-11428,2699,1.38656323780019,0.007869950245643,0.008592994857189,,3055,25327,28382,0,174,0,574,127,314
2020-04-11,202015,WA,53,-7067,-1793,3785,-6112,-11502,2566,0.466299907091082,0.007040710955346,0.007368164747028,,2370,24707,27077,0,1318,0,362,180,494
2020-04-18,202016,WA,53,-6188,-1901,3726,-5529,-10666,2536,0.312003706571174,0.005632568764277,0.005949280227848,,1725,22573,24298,0,1195,0,337,118,612
2020-04-25,202017,WA,53,-5583,-1492,2149,-5401,-10270,2496,0.241084610069759,0.003864568013268,0.004048580008707,,1634,21110,22744,0,1126,0,286.5,124,736
2020-05-02,202018,WA,53,-4694,-669,3309,-4588,-9793,2115,0,0.000563256876428,0.000553387097964,,1116,22168,23284,0,956,0,284.75,93,829
2020-05-09,202019,WA,53,,,,,,,,,,,1751,35360,37111,0,829,0,0,-8,821
2020-03-07,202010,WV,54,4001,1528,375,468,682,-52,7.89632632485597,0.006289701786776,0.005978794206406,,0,1,1,0,0,0,0,0,0
2020-03-14,202011,WV,54,3305,2936,493,469,222,-3,7.12611057787033,0.006195825640705,0.006020113776387,,0,24,24,0,0,0,0,0,0
2020-03-21,202012,WV,54,-3676,2771,-358,-381,-4880,659,5.81142407474243,0.005632568764277,0.004716333773584,,11,304,315,0,0,0,1,0,0
2020-03-28,202013,WV,54,-10206,-3680,-366,-1845,-10259,1077,2.29132408885709,0.004302656694934,0.003307779146898,,85,2001,2086,0,0,0,0,0,0
2020-04-04,202014,WV,54,-8935,-2606,-236,-2006,-11232,1093,0.769066700561197,0.003739399818506,0.002511639575294,,186,5073,5259,0,0,0,0,2,2
2020-04-11,202015,WV,54,-4762,-1248,-659,-2469,-12223,1072,0.103731293152277,0.002784992333448,0.002112463015296,,295,7471,7766,44,60,126,0,3,5
2020-04-18,202016,WV,54,-4054,-1787,-1076,-2127,-11340,1078,0.000103932210308,0.001893168945771,0.001829128821138,,208,3780,3988,170,261,1227,164,11,16
2020-04-25,202017,WV,54,-3359,-1259,-472,-1839,-10873,1092,0.067777781185852,0.001095221704165,0.0012956636587,,235,13291,13526,157,273,2473,0,16,32
2020-05-02,202018,WV,54,-2577,-605,-670,-1217,-10228,936,0.145383716118171,0.000140814219107,0.000117318064768,,149,16031,16180,129,244,3567,0,16,48
2020-05-09,202019,WV,54,,,,,,,,,,,166,11685,11851,84,155,4806,0,4,52
2020-03-07,202010,WI,55,4275,2720,3190,802,1304,-154,9.32712817740289,0.009622304972307,0.01081097034583,,0,12,12,0,0,0,0,0,0
2020-03-14,202011,WI,55,3049,5561,2014,506,613,169,8.21780748934963,0.009199862314986,0.01007533443027,,18,138,156,0,0,0,0,0,0
2020-03-21,202012,WI,55,-12604,4115,881,-1950,-8087,2795,8.24860175176748,0.00876177363332,0.008231448619853,,262,4459,4721,0,0,0,0,4,4
2020-03-28,202013,WI,55,-23191,-7942,1758,-4465,-16219,4306,5.13641993132107,0.007979472416059,0.005456396785928,,708,10604,11312,0,0,0,0,13,17
2020-04-04,202014,WI,55,-22332,-7688,3746,-4099,-17688,4349,1.47952709511572,0.008417561097725,0.004491289687078,,1123,9321,10335,0,0,0,588,37,54
2020-04-11,202015,WI,55,-13400,-3666,5756,-4143,-18746,4352,0.373834676959453,0.007744782050881,0.004114248610998,,1101,10821,11922,0,369,0,362,83,137
2020-04-18,202016,WI,55,-12046,-5290,2200,-4450,-18152,4311,0.297334009535238,0.006227117689395,0.003584472695881,,986,9282,10268,348,1101,0,226,75,212
2020-04-25,202017,WI,55,-9809,-3211,5350,-3563,-16548,4069,6.00990687847925E-05,0.004130550427136,0.003025920651669,,1488,13176,14664,0,1031,0,200,54,266
2020-05-02,202018,WI,55,-8123,-865,5282,-2728,-15885,3561,6.20052497463383E-05,0.001251681947617,0.000419836344989,,1973,18432,20405,0,868,10402,215,68,334
2020-05-09,202019,WI,55,,,,,,,,,,,2279,26365,28644,0,761,30264,215,64,398
2020-03-07,202010,WY,56,1076,1430,329,-134,278,-40,6.4880235365524,0.000782301217261,0.001191626884283,,0,0,0,0,0,0,0,0,0
2020-03-14,202011,WY,56,518,2286,96,401,64,-1,5.71488716091961,0.000985699533748,0.001221140862841,,2,0,2,0,0,0,0,0,0
2020-03-21,202012,WY,56,-2766,1992,-223,-258,-2886,415,5.84102650580553,0.000938761460713,0.000962893550458,,21,438,459,0,0,0,0,0,0
2020-03-28,202013,WY,56,-5231,-530,-166,-651,-4390,582,3.64923988635052,0.000672779046844,0.000717189678962,,59,1037,1096,0,0,54,14,0,0
2020-04-04,202014,WY,56,-5268,-878,-321,-342,-4778,594,1.38975670166738,0.000672779046844,0.00052092172155,,105,1470,1575,0,0,218,9,0,0
2020-04-11,202015,WY,56,-2364,-248,376,-670,-4853,572,0.362473783339506,0.000438088681666,0.000430166237484,,74,2253,2327,0,0,554,14,0,0
2020-04-18,202016,WY,56,-2227,-696,-963,-970,-4622,667,0.043073730552447,0.00039115060863,0.000291450538261,,44,1019,1063,0,0,1046,13,2,2
2020-04-25,202017,WY,56,-1578,-322,280,-357,-4318,569,0.013625610430176,0.000312920486904,0.000258985161847,,44,1640,1680,0,0,1868,4,5,7
2020-05-02,202018,WY,56,-1220,-93,833,-338,-4151,474,0,-1.56460243452139E-05,-9.59204303138074E-06,,217,1666,1883,0,0,2512,4,0,7
2020-05-09,202019,WY,56,,,,,,,,,,,78,1940,2018,0,0,2878,7,0,7
